Zip Code,CPL Buyer Payouts,city,state_id
01810,$117.50,Andover,MA
01812,$117.50,Andover,MA
01830,$117.50,Haverhill,MA
01831,$117.50,Haverhill,MA
01832,$117.50,Haverhill,MA
01833,$117.50,Georgetown,MA
01834,$117.50,Groveland,MA
01835,$117.50,Haverhill,MA
01840,$117.50,Lawrence,MA
01841,$117.50,Lawrence,MA
01842,$117.50,Lawrence,MA
01843,$117.50,Lawrence,MA
01844,$117.50,Methuen,MA
01845,$117.50,North Andover,MA
01860,$117.50,Merrimac,MA
01885,$117.50,Wakefield,MA
01899,$117.50,Winchester,MA
01901,$117.50,Lynn,MA
01902,$117.50,Lynn,MA
01903,$117.50,Lynn,MA
01904,$117.50,Lynn,MA
01905,$117.50,Lynn,MA
01906,$117.50,Saugus,MA
01907,$117.50,Swampscott,MA
01908,$117.50,Nahant,MA
01910,$117.50,Nahant,MA
01913,$117.50,Amesbury,MA
01915,$117.50,Beverly,MA
01921,$117.50,Boxford,MA
01922,$117.50,Byfield,MA
01923,$117.50,Danvers,MA
01929,$117.50,Essex,MA
01930,$117.50,Gloucester,MA
01931,$117.50,Gloucester,MA
01936,$117.50,Gloucester,MA
01937,$117.50,Hathorne,MA
01938,$117.50,Ipswich,MA
01940,$117.50,Lynnfield,MA
01944,$117.50,Manchester,MA
01945,$117.50,Marblehead,MA
01949,$117.50,Middleton,MA
01950,$117.50,Newburyport,MA
01951,$117.50,Newbury,MA
01952,$117.50,Salisbury,MA
01960,$117.50,Peabody,MA
01961,$117.50,Peabody,MA
01965,$117.50,Prides Crossing,MA
01966,$117.50,Rockport,MA
01969,$117.50,Rowley,MA
01970,$117.50,Salem,MA
01971,$117.50,Salem,MA
01982,$117.50,South Hamilton,MA
01983,$117.50,Topsfield,MA
01984,$117.50,Wenham,MA
01985,$117.50,West Newbury,MA
05501,$117.50,Williston,VT
05544,$117.50,Williston,VT
33503,$117.50,Balm,FL
33508,$117.50,Balm,FL
33509,$117.50,Balm,FL
33510,$117.50,Brandon,FL
33511,$117.50,Brandon,FL
33523,$117.50,Dade City,FL
33524,$117.50,Dade City,FL
33525,$117.50,Dade City,FL
33526,$117.50,Dade City,FL
33527,$117.50,Dover,FL
33530,$117.50,Durant,FL
33534,$117.50,Gibsonton,FL
33537,$117.50,Gibsonton,FL
33539,$117.50,Lake Panasoffkee,FL
33540,$117.50,Zephyrhills,FL
33541,$117.50,Zephyrhills,FL
33542,$117.50,Zephyrhills,FL
33543,$117.50,Wesley Chapel,FL
33544,$117.50,Wesley Chapel,FL
33545,$117.50,Wesley Chapel,FL
33547,$117.50,Lithia,FL
33548,$117.50,Lutz,FL
33549,$117.50,Lutz,FL
33550,$117.50,Mango,FL
33556,$117.50,Odessa,FL
33558,$117.50,Lutz,FL
33559,$117.50,Lutz,FL
33563,$117.50,Plant City,FL
33564,$117.50,Plant City,FL
33565,$117.50,Plant City,FL
33566,$117.50,Plant City,FL
33567,$117.50,Plant City,FL
33568,$117.50,Plant City,FL
33569,$117.50,Riverview,FL
33570,$117.50,Ruskin,FL
33571,$117.50,Ruskin,FL
33572,$117.50,Apollo Beach,FL
33573,$117.50,Sun City Center,FL
33574,$117.50,Saint Leo,FL
33575,$117.50,Saint Leo,FL
33576,$117.50,San Antonio,FL
33578,$117.50,Riverview,FL
33579,$117.50,Riverview,FL
33583,$117.50,Riverview,FL
33584,$117.50,Seffner,FL
33586,$117.50,Sumterville,FL
33587,$117.50,Sumterville,FL
33592,$117.50,Thonotosassa,FL
33593,$117.50,Thonotosassa,FL
33594,$117.50,Valrico,FL
33595,$117.50,Valrico,FL
33596,$117.50,Valrico,FL
33598,$117.50,Wimauma,FL
33601,$117.50,Wimauma,FL
33602,$117.50,Tampa,FL
33603,$117.50,Tampa,FL
33604,$117.50,Tampa,FL
33605,$117.50,Tampa,FL
33606,$117.50,Tampa,FL
33607,$117.50,Tampa,FL
33608,$117.50,Tampa,FL
33609,$117.50,Tampa,FL
33610,$117.50,Tampa,FL
33611,$117.50,Tampa,FL
33612,$117.50,Tampa,FL
33613,$117.50,Tampa,FL
33614,$117.50,Tampa,FL
33615,$117.50,Tampa,FL
33616,$117.50,Tampa,FL
33617,$117.50,Tampa,FL
33618,$117.50,Tampa,FL
33619,$117.50,Tampa,FL
33620,$117.50,Tampa,FL
33621,$117.50,Tampa,FL
33622,$117.50,Tampa,FL
33623,$117.50,Tampa,FL
33624,$117.50,Tampa,FL
33625,$117.50,Tampa,FL
33626,$117.50,Tampa,FL
33629,$117.50,Tampa,FL
33630,$117.50,Tampa,FL
33631,$117.50,Tampa,FL
33633,$117.50,Tampa,FL
33634,$117.50,Tampa,FL
33635,$117.50,Tampa,FL
33637,$117.50,Tampa,FL
33646,$117.50,Tampa,FL
33647,$117.50,Tampa,FL
33650,$117.50,Tampa,FL
33655,$117.50,Tampa,FL
33660,$117.50,Tampa,FL
33661,$117.50,Tampa,FL
33662,$117.50,Tampa,FL
33663,$117.50,Tampa,FL
33664,$117.50,Tampa,FL
33672,$117.50,Tampa,FL
33673,$117.50,Tampa,FL
33674,$117.50,Tampa,FL
33675,$117.50,Tampa,FL
33677,$117.50,Tampa,FL
33679,$117.50,Tampa,FL
33680,$117.50,Tampa,FL
33681,$117.50,Tampa,FL
33682,$117.50,Tampa,FL
33684,$117.50,Tampa,FL
33685,$117.50,Tampa,FL
33686,$117.50,Tampa,FL
33687,$117.50,Tampa,FL
33688,$117.50,Tampa,FL
33689,$117.50,Tampa,FL
33694,$117.50,Tampa,FL
33701,$117.50,Saint Petersburg,FL
33702,$117.50,Saint Petersburg,FL
33703,$117.50,Saint Petersburg,FL
33704,$117.50,Saint Petersburg,FL
33705,$117.50,Saint Petersburg,FL
33706,$117.50,Saint Petersburg,FL
33707,$117.50,Saint Petersburg,FL
33708,$117.50,Saint Petersburg,FL
33709,$117.50,Saint Petersburg,FL
33710,$117.50,Saint Petersburg,FL
33711,$117.50,Saint Petersburg,FL
33712,$117.50,Saint Petersburg,FL
33713,$117.50,Saint Petersburg,FL
33714,$117.50,Saint Petersburg,FL
33715,$117.50,Saint Petersburg,FL
33716,$117.50,Saint Petersburg,FL
33729,$117.50,Saint Petersburg,FL
33730,$117.50,Saint Petersburg,FL
33731,$117.50,Saint Petersburg,FL
33732,$117.50,Saint Petersburg,FL
33733,$117.50,Saint Petersburg,FL
33734,$117.50,Saint Petersburg,FL
33736,$117.50,Saint Petersburg,FL
33737,$117.50,Saint Petersburg,FL
33738,$117.50,Saint Petersburg,FL
33740,$117.50,Saint Petersburg,FL
33741,$117.50,Saint Petersburg,FL
33742,$117.50,Saint Petersburg,FL
33743,$117.50,Saint Petersburg,FL
33744,$117.50,Bay Pines,FL
33747,$117.50,Bay Pines,FL
33755,$117.50,Clearwater,FL
33756,$117.50,Clearwater,FL
33757,$117.50,Clearwater,FL
33758,$117.50,Clearwater,FL
33759,$117.50,Clearwater,FL
33760,$117.50,Clearwater,FL
33761,$117.50,Clearwater,FL
33762,$117.50,Clearwater,FL
33763,$117.50,Clearwater,FL
33764,$117.50,Clearwater,FL
33765,$117.50,Clearwater,FL
33766,$117.50,Clearwater,FL
33767,$117.50,Clearwater Beach,FL
33769,$117.50,Clearwater Beach,FL
33770,$117.50,Largo,FL
33771,$117.50,Largo,FL
33772,$117.50,Seminole,FL
33773,$117.50,Largo,FL
33774,$117.50,Largo,FL
33775,$117.50,Largo,FL
33776,$117.50,Seminole,FL
33777,$117.50,Seminole,FL
33778,$117.50,Largo,FL
33779,$117.50,Largo,FL
33780,$117.50,Largo,FL
33781,$117.50,Pinellas Park,FL
33782,$117.50,Pinellas Park,FL
33784,$117.50,Pinellas Park,FL
33785,$117.50,Indian Rocks Beach,FL
33786,$117.50,Belleair Beach,FL
33901,$117.50,Fort Myers,FL
33902,$117.50,Fort Myers,FL
33903,$117.50,North Fort Myers,FL
33904,$117.50,Cape Coral,FL
33905,$117.50,Fort Myers,FL
33906,$117.50,Fort Myers,FL
33907,$117.50,Fort Myers,FL
33908,$117.50,Fort Myers,FL
33909,$117.50,Cape Coral,FL
33910,$117.50,Cape Coral,FL
33911,$117.50,Cape Coral,FL
33912,$117.50,Fort Myers,FL
33913,$117.50,Fort Myers,FL
33914,$117.50,Cape Coral,FL
33915,$117.50,Cape Coral,FL
33916,$117.50,Fort Myers,FL
33917,$117.50,North Fort Myers,FL
33918,$117.50,North Fort Myers,FL
33919,$117.50,Fort Myers,FL
33920,$117.50,Alva,FL
33921,$117.50,Boca Grande,FL
33922,$117.50,Bokeelia,FL
33924,$117.50,Captiva,FL
33928,$117.50,Estero,FL
33929,$117.50,Estero,FL
33931,$117.50,Fort Myers Beach,FL
33932,$117.50,Fort Myers Beach,FL
33936,$117.50,Lehigh Acres,FL
33945,$117.50,Palmdale,FL
33956,$117.50,Saint James City,FL
33957,$117.50,Sanibel,FL
33965,$117.50,Fort Myers,FL
33966,$117.50,Fort Myers,FL
33967,$117.50,Fort Myers,FL
33970,$117.50,Fort Myers,FL
33971,$117.50,Lehigh Acres,FL
33972,$117.50,Lehigh Acres,FL
33973,$117.50,Lehigh Acres,FL
33974,$117.50,Lehigh Acres,FL
33976,$117.50,Lehigh Acres,FL
33990,$117.50,Cape Coral,FL
33991,$117.50,Cape Coral,FL
33993,$117.50,Cape Coral,FL
33994,$117.50,Cape Coral,FL
34101,$117.50,Naples,FL
34102,$117.50,Naples,FL
34103,$117.50,Naples,FL
34104,$117.50,Naples,FL
34105,$117.50,Naples,FL
34106,$117.50,Naples,FL
34107,$117.50,Naples,FL
34108,$117.50,Naples,FL
34109,$117.50,Naples,FL
34110,$117.50,Naples,FL
34112,$117.50,Naples,FL
34113,$117.50,Naples,FL
34114,$117.50,Naples,FL
34116,$117.50,Naples,FL
34117,$117.50,Naples,FL
34119,$117.50,Naples,FL
34120,$117.50,Naples,FL
34133,$117.50,Naples,FL
34134,$117.50,Bonita Springs,FL
34135,$117.50,Bonita Springs,FL
34136,$117.50,Bonita Springs,FL
34137,$117.50,Copeland,FL
34138,$117.50,Chokoloskee,FL
34139,$117.50,Everglades City,FL
34140,$117.50,Goodland,FL
34141,$117.50,Ochopee,FL
34142,$117.50,Immokalee,FL
34143,$117.50,Immokalee,FL
34145,$117.50,Marco Island,FL
34146,$117.50,Marco Island,FL
34201,$117.50,Bradenton,FL
34202,$117.50,Bradenton,FL
34203,$117.50,Bradenton,FL
34204,$117.50,Bradenton,FL
34205,$117.50,Bradenton,FL
34206,$117.50,Bradenton,FL
34207,$117.50,Bradenton,FL
34208,$117.50,Bradenton,FL
34209,$117.50,Bradenton,FL
34210,$117.50,Bradenton,FL
34211,$117.50,Bradenton,FL
34212,$117.50,Bradenton,FL
34215,$117.50,Cortez,FL
34216,$117.50,Anna Maria,FL
34217,$117.50,Bradenton Beach,FL
34218,$117.50,Bradenton Beach,FL
34219,$117.50,Parrish,FL
34220,$117.50,Parrish,FL
34221,$117.50,Palmetto,FL
34222,$117.50,Ellenton,FL
34243,$117.50,Sarasota,FL
34250,$117.50,Terra Ceia,FL
34251,$117.50,Myakka City,FL
34260,$117.50,Myakka City,FL
34264,$117.50,Myakka City,FL
34270,$117.50,Arcadia,FL
34280,$117.50,Nokomis,FL
34281,$117.50,Nokomis,FL
34282,$117.50,Nokomis,FL
34610,$117.50,Spring Hill,FL
34637,$117.50,Land O'Lakes,FL
34638,$117.50,Land O'Lakes,FL
34639,$117.50,Land O'Lakes,FL
34652,$117.50,New Port Richey,FL
34653,$117.50,New Port Richey,FL
34654,$117.50,New Port Richey,FL
34655,$117.50,New Port Richey,FL
34656,$117.50,New Port Richey,FL
34660,$117.50,New Port Richey,FL
34667,$117.50,Hudson,FL
34668,$117.50,Port Richey,FL
34669,$117.50,Hudson,FL
34673,$117.50,Hudson,FL
34674,$117.50,Hudson,FL
34677,$117.50,Oldsmar,FL
34679,$117.50,Aripeka,FL
34680,$117.50,Aripeka,FL
34681,$117.50,Crystal Beach,FL
34682,$117.50,Crystal Beach,FL
34683,$117.50,Palm Harbor,FL
34684,$117.50,Palm Harbor,FL
34685,$117.50,Palm Harbor,FL
34688,$117.50,Tarpon Springs,FL
34689,$117.50,Tarpon Springs,FL
34690,$117.50,Holiday,FL
34691,$117.50,Holiday,FL
34692,$117.50,Holiday,FL
34695,$117.50,Safety Harbor,FL
34697,$117.50,Safety Harbor,FL
34698,$117.50,Dunedin,FL
44001,$117.50,Amherst,OH
44011,$117.50,Avon,OH
44012,$117.50,Avon Lake,OH
44017,$117.50,Berea,OH
44028,$117.50,Columbia Station,OH
44035,$117.50,Elyria,OH
44044,$117.50,Grafton,OH
44054,$117.50,Sheffield Lake,OH
44070,$117.50,North Olmsted,OH
44130,$117.50,Cleveland,OH
44133,$117.50,North Royalton,OH
44138,$117.50,Olmsted Falls,OH
44140,$117.50,Bay Village,OH
44145,$117.50,Westlake,OH
55014,$117.50,Circle Pines,MN
55024,$117.50,Farmington,MN
55033,$117.50,Hastings,MN
55044,$117.50,Lakeville,MN
55068,$117.50,Rosemount,MN
55076,$117.50,Inver Grove Heights,MN
55077,$117.50,Inver Grove Heights,MN
55105,$117.50,Saint Paul,MN
55107,$117.50,Saint Paul,MN
55108,$117.50,Saint Paul,MN
55109,$117.50,Saint Paul,MN
55110,$117.50,Saint Paul,MN
55111,$117.50,Saint Paul,MN
55112,$117.50,Saint Paul,MN
55113,$117.50,Saint Paul,MN
55114,$117.50,Saint Paul,MN
55116,$117.50,Saint Paul,MN
55117,$117.50,Saint Paul,MN
55118,$117.50,Saint Paul,MN
55120,$117.50,Saint Paul,MN
55121,$117.50,Saint Paul,MN
55122,$117.50,Saint Paul,MN
55123,$117.50,Saint Paul,MN
55124,$117.50,Saint Paul,MN
55126,$117.50,Saint Paul,MN
55127,$117.50,Saint Paul,MN
55150,$117.50,Mendota,MN
55304,$117.50,Andover,MN
55305,$117.50,Hopkins,MN
55306,$117.50,Burnsville,MN
55311,$117.50,Maple Grove,MN
55316,$117.50,Champlin,MN
55317,$117.50,Chanhassen,MN
55318,$117.50,Chaska,MN
55323,$117.50,Cologne,MN
55327,$117.50,Dayton,MN
55330,$117.50,Elk River,MN
55331,$117.50,Excelsior,MN
55337,$117.50,Burnsville,MN
55340,$117.50,Hamel,MN
55343,$117.50,Hopkins,MN
55344,$117.50,Eden Prairie,MN
55345,$117.50,Minnetonka,MN
55346,$117.50,Eden Prairie,MN
55347,$117.50,Eden Prairie,MN
55356,$117.50,Long Lake,MN
55357,$117.50,Loretto,MN
55361,$117.50,Mayer,MN
55364,$117.50,Mound,MN
55369,$117.50,Osseo,MN
55374,$117.50,Rogers,MN
55391,$117.50,Wayzata,MN
55405,$117.50,Minneapolis,MN
55406,$117.50,Minneapolis,MN
55407,$117.50,Minneapolis,MN
55409,$117.50,Minneapolis,MN
55410,$117.50,Minneapolis,MN
55413,$117.50,Minneapolis,MN
55416,$117.50,Minneapolis,MN
55417,$117.50,Minneapolis,MN
55418,$117.50,Minneapolis,MN
55419,$117.50,Minneapolis,MN
55420,$117.50,Minneapolis,MN
55421,$117.50,Minneapolis,MN
55422,$117.50,Minneapolis,MN
55423,$117.50,Minneapolis,MN
55424,$117.50,Minneapolis,MN
55425,$117.50,Minneapolis,MN
55426,$117.50,Minneapolis,MN
55427,$117.50,Minneapolis,MN
55428,$117.50,Minneapolis,MN
55429,$117.50,Minneapolis,MN
55431,$117.50,Minneapolis,MN
55432,$117.50,Minneapolis,MN
55433,$117.50,Minneapolis,MN
55434,$117.50,Minneapolis,MN
55436,$117.50,Minneapolis,MN
55437,$117.50,Minneapolis,MN
55438,$117.50,Minneapolis,MN
55439,$117.50,Minneapolis,MN
55441,$117.50,Minneapolis,MN
55442,$117.50,Minneapolis,MN
55443,$117.50,Minneapolis,MN
55444,$117.50,Minneapolis,MN
55445,$117.50,Minneapolis,MN
55446,$117.50,Minneapolis,MN
55447,$117.50,Minneapolis,MN
55448,$117.50,Minneapolis,MN
55449,$117.50,Minneapolis,MN
55470,$117.50,Minneapolis,MN
55569,$117.50,Minneapolis,MN
55572,$117.50,Minneapolis,MN
55577,$117.50,Minneapolis,MN
55599,$117.50,Minneapolis,MN
64002,$117.50,Alma,MO
64013,$117.50,Belton,MO
64014,$117.50,Blue Springs,MO
64015,$117.50,Blue Springs,MO
64016,$117.50,Buckner,MO
64029,$117.50,Grain Valley,MO
64030,$117.50,Grandview,MO
64034,$117.50,Greenwood,MO
64050,$117.50,Independence,MO
64051,$117.50,Independence,MO
64052,$117.50,Independence,MO
64053,$117.50,Independence,MO
64054,$117.50,Independence,MO
64055,$117.50,Independence,MO
64056,$117.50,Independence,MO
64057,$117.50,Independence,MO
64058,$117.50,Independence,MO
64063,$117.50,Lees Summit,MO
64064,$117.50,Lees Summit,MO
64065,$117.50,Lees Summit,MO
64066,$117.50,Levasy,MO
64070,$117.50,Lone Jack,MO
64075,$117.50,Oak Grove,MO
64081,$117.50,Lees Summit,MO
64082,$117.50,Lees Summit,MO
64086,$117.50,Lees Summit,MO
64088,$117.50,Sibley,MO
64101,$117.50,Kansas City,MO
64102,$117.50,Kansas City,MO
64105,$117.50,Kansas City,MO
64106,$117.50,Kansas City,MO
64108,$117.50,Kansas City,MO
64109,$117.50,Kansas City,MO
64110,$117.50,Kansas City,MO
64111,$117.50,Kansas City,MO
64112,$117.50,Kansas City,MO
64113,$117.50,Kansas City,MO
64114,$117.50,Kansas City,MO
64120,$117.50,Kansas City,MO
64121,$117.50,Kansas City,MO
64123,$117.50,Kansas City,MO
64124,$117.50,Kansas City,MO
64125,$117.50,Kansas City,MO
64126,$117.50,Kansas City,MO
64127,$117.50,Kansas City,MO
64128,$117.50,Kansas City,MO
64129,$117.50,Kansas City,MO
64130,$117.50,Kansas City,MO
64131,$117.50,Kansas City,MO
64132,$117.50,Kansas City,MO
64133,$117.50,Kansas City,MO
64134,$117.50,Kansas City,MO
64136,$117.50,Kansas City,MO
64137,$117.50,Kansas City,MO
64138,$117.50,Kansas City,MO
64139,$117.50,Kansas City,MO
64141,$117.50,Kansas City,MO
64145,$117.50,Kansas City,MO
64146,$117.50,Kansas City,MO
64147,$117.50,Kansas City,MO
64148,$117.50,Kansas City,MO
64149,$117.50,Kansas City,MO
64170,$117.50,Kansas City,MO
64171,$117.50,Kansas City,MO
64179,$117.50,Kansas City,MO
64180,$117.50,Kansas City,MO
64184,$117.50,Kansas City,MO
64187,$117.50,Kansas City,MO
64191,$117.50,Kansas City,MO
64196,$117.50,Kansas City,MO
64197,$117.50,Kansas City,MO
64198,$117.50,Kansas City,MO
64199,$117.50,Kansas City,MO
64999,$117.50,Wheaton,MO
66012,$117.50,Bonner Springs,KS
66018,$117.50,De Soto,KS
66021,$117.50,Edgerton,KS
66030,$117.50,Gardner,KS
66031,$117.50,New Century,KS
66051,$117.50,Lecompton,KS
66061,$117.50,Olathe,KS
66062,$117.50,Olathe,KS
66063,$117.50,Olathe,KS
66083,$117.50,Spring Hill,KS
66085,$117.50,Stilwell,KS
66101,$117.50,Kansas City,KS
66102,$117.50,Kansas City,KS
66103,$117.50,Kansas City,KS
66104,$117.50,Kansas City,KS
66105,$117.50,Kansas City,KS
66106,$117.50,Kansas City,KS
66109,$117.50,Kansas City,KS
66110,$117.50,Kansas City,KS
66111,$117.50,Kansas City,KS
66112,$117.50,Kansas City,KS
66113,$117.50,Kansas City,KS
66115,$117.50,Kansas City,KS
66117,$117.50,Kansas City,KS
66118,$117.50,Kansas City,KS
66119,$117.50,Kansas City,KS
66160,$117.50,Kansas City,KS
66201,$117.50,Kansas City,KS
66202,$117.50,Mission,KS
66203,$117.50,Shawnee,KS
66204,$117.50,Overland Park,KS
66205,$117.50,Mission,KS
66206,$117.50,Leawood,KS
66207,$117.50,Overland Park,KS
66208,$117.50,Prairie Village,KS
66209,$117.50,Leawood,KS
66210,$117.50,Overland Park,KS
66211,$117.50,Leawood,KS
66212,$117.50,Overland Park,KS
66213,$117.50,Overland Park,KS
66214,$117.50,Overland Park,KS
66215,$117.50,Lenexa,KS
66216,$117.50,Shawnee,KS
66217,$117.50,Shawnee,KS
66218,$117.50,Shawnee,KS
66219,$117.50,Lenexa,KS
66220,$117.50,Lenexa,KS
66221,$117.50,Overland Park,KS
66222,$117.50,Overland Park,KS
66223,$117.50,Overland Park,KS
66224,$117.50,Overland Park,KS
66225,$117.50,Overland Park,KS
66226,$117.50,Shawnee,KS
66227,$117.50,Lenexa,KS
66250,$117.50,Lenexa,KS
66251,$117.50,Overland Park,KS
66276,$117.50,Overland Park,KS
66282,$117.50,Overland Park,KS
66283,$117.50,Overland Park,KS
66285,$117.50,Overland Park,KS
66286,$117.50,Overland Park,KS
80010,$117.50,Aurora,CO
80012,$117.50,Aurora,CO
80013,$117.50,Aurora,CO
80014,$117.50,Aurora,CO
80015,$117.50,Aurora,CO
80016,$117.50,Aurora,CO
80017,$117.50,Aurora,CO
80018,$117.50,Aurora,CO
80021,$117.50,Broomfield,CO
80033,$117.50,Wheat Ridge,CO
80034,$117.50,Wheat Ridge,CO
80041,$117.50,Wheat Ridge,CO
80044,$117.50,Wheat Ridge,CO
80046,$117.50,Aurora,CO
80047,$117.50,Aurora,CO
80103,$117.50,Byers,CO
80104,$117.50,Castle Rock,CO
80105,$117.50,Deer Trail,CO
80108,$117.50,Castle Rock,CO
80109,$117.50,Castle Rock,CO
80110,$117.50,Englewood,CO
80111,$117.50,Englewood,CO
80112,$117.50,Englewood,CO
80113,$117.50,Englewood,CO
80116,$117.50,Franktown,CO
80118,$117.50,Larkspur,CO
80120,$117.50,Littleton,CO
80121,$117.50,Littleton,CO
80122,$117.50,Littleton,CO
80123,$117.50,Littleton,CO
80124,$117.50,Lone Tree,CO
80125,$117.50,Littleton,CO
80126,$117.50,Littleton,CO
80127,$117.50,Littleton,CO
80128,$117.50,Littleton,CO
80129,$117.50,Littleton,CO
80130,$117.50,Littleton,CO
80131,$117.50,Louviers,CO
80134,$117.50,Parker,CO
80135,$117.50,Sedalia,CO
80138,$117.50,Parker,CO
80150,$117.50,Parker,CO
80151,$117.50,Parker,CO
80155,$117.50,Parker,CO
80160,$117.50,Parker,CO
80161,$117.50,Parker,CO
80162,$117.50,Parker,CO
80163,$117.50,Parker,CO
80165,$117.50,Parker,CO
80166,$117.50,Parker,CO
80214,$117.50,Denver,CO
80215,$117.50,Denver,CO
80225,$117.50,Denver,CO
80226,$117.50,Denver,CO
80228,$117.50,Denver,CO
80232,$117.50,Denver,CO
80401,$117.50,Golden,CO
80402,$117.50,Golden,CO
80403,$117.50,Golden,CO
80419,$117.50,Golden,CO
80425,$117.50,Buffalo Creek,CO
80433,$117.50,Conifer,CO
80437,$117.50,Dumont,CO
80439,$117.50,Evergreen,CO
80453,$117.50,Idledale,CO
80454,$117.50,Indian Hills,CO
80457,$117.50,Kittredge,CO
80465,$117.50,Morrison,CO
80470,$117.50,Pine,CO
84003,$117.50,American Fork,UT
84004,$117.50,Alpine,UT
84006,$117.50,Bingham Canyon,UT
84009,$117.50,South Jordan,UT
84010,$117.50,Bountiful,UT
84011,$117.50,Bountiful,UT
84014,$117.50,Centerville,UT
84020,$117.50,Draper,UT
84042,$117.50,Lindon,UT
84043,$117.50,Lehi,UT
84044,$117.50,Magna,UT
84045,$117.50,Saratoga Springs,UT
84047,$117.50,Midvale,UT
84054,$117.50,North Salt Lake,UT
84057,$117.50,Orem,UT
84058,$117.50,Orem,UT
84059,$117.50,Vineyard,UT
84065,$117.50,Riverton,UT
84070,$117.50,Sandy,UT
84081,$117.50,West Jordan,UT
84084,$117.50,West Jordan,UT
84087,$117.50,Woods Cross,UT
84088,$117.50,West Jordan,UT
84090,$117.50,West Jordan,UT
84091,$117.50,West Jordan,UT
84092,$117.50,Sandy,UT
84093,$117.50,Sandy,UT
84094,$117.50,Sandy,UT
84095,$117.50,South Jordan,UT
84096,$117.50,Herriman,UT
84097,$117.50,Orem,UT
84101,$117.50,Salt Lake City,UT
84102,$117.50,Salt Lake City,UT
84103,$117.50,Salt Lake City,UT
84104,$117.50,Salt Lake City,UT
84105,$117.50,Salt Lake City,UT
84106,$117.50,Salt Lake City,UT
84107,$117.50,Salt Lake City,UT
84108,$117.50,Salt Lake City,UT
84109,$117.50,Salt Lake City,UT
84110,$117.50,Salt Lake City,UT
84111,$117.50,Salt Lake City,UT
84112,$117.50,Salt Lake City,UT
84113,$117.50,Salt Lake City,UT
84114,$117.50,Salt Lake City,UT
84115,$117.50,Salt Lake City,UT
84116,$117.50,Salt Lake City,UT
84117,$117.50,Salt Lake City,UT
84118,$117.50,Salt Lake City,UT
84119,$117.50,West Valley City,UT
84120,$117.50,West Valley City,UT
84121,$117.50,Salt Lake City,UT
84122,$117.50,Salt Lake City,UT
84123,$117.50,Salt Lake City,UT
84124,$117.50,Salt Lake City,UT
84125,$117.50,Salt Lake City,UT
84126,$117.50,Salt Lake City,UT
84127,$117.50,Salt Lake City,UT
84128,$117.50,West Valley City,UT
84129,$117.50,Salt Lake City,UT
84130,$117.50,Salt Lake City,UT
84131,$117.50,Salt Lake City,UT
84132,$117.50,Salt Lake City,UT
84133,$117.50,Salt Lake City,UT
84134,$117.50,Salt Lake City,UT
84136,$117.50,Salt Lake City,UT
84138,$117.50,Salt Lake City,UT
84139,$117.50,Salt Lake City,UT
